username,author id,created,text,retwc,hashtag,followers,friends,polarity,subjectivity
Stable Genius,3410475429,1/25/18 18:23,@devops4us @marstraveler1 @POTUS @jeffsessions @USMarshalsGov I have totally different take. I think Sessions is in... https://t.co/yjEbHrN9of,0,None,6315,5192,0,0.6
Alberto Support Dems,4759057768,1/25/18 18:23,RT @Alyssa_Milano: Check out this video I narrated about the life of Donald Trump Jr.  https://t.co/R47e2VaQox,1903,None,11198,11209,0,0
james leslie,242206317,1/25/18 18:23,"@IngrahamAngle I don't ever recall Trump saying he would grant citizenship, never mind amnesty. What the hell is going on?",0,None,87,73,0,0
Tom Looby,181039052,1/25/18 18:23,RT @Rewire_News: Advocates for survivors of campus sexual assault are suing Betsy DeVos and the Department of Education  https://t.co/EuElg...,3,None,1411,1688,0.5,0.833333333
William Lloyd,34254886,1/25/18 18:23,"RT @JoyAnnReid: This is descending into farce. Republicans, save the last shards of your dignity and stop this game before you have your pe...",2531,None,56,793,-0.266666667,0.322222222
Faith C.â›ªï¸è_Ÿ™è_Ÿè_âœùï¸èâœ¡ï¸è,7.96905E+17,1/25/18 18:23,RT @dbongino: The Dems can write all the BS memos they want but nothing is going to save them from their role in using police state tactics...,680,None,329,233,0,0
80's Samurai Ninja,745534938,1/25/18 18:23,RT @ACTforAmerica: The US bears no obligation to fund Palestinians with millions of dollars when they will not come to the table to negotia...,40,None,728,1806,0,0
Good Woman. Period,8.27588E+17,1/25/18 18:23,"RT @RepAdamSchiff: Trump goes to Davos, having insulted many of the world leaders there, to tell them to put ""America First."" Apparently th...",2806,None,350,1847,0.266666667,0.394444444
Chris Wheatley,3334614563,1/25/18 18:23,"RT @PolhomeEditor: BREAKING: Downing Street confirms Donald Trump will finally visit the UK ""later this year"". Number 10 and White House of...",158,None,1307,496,0,0.333333333
Carrie Sweet,8.30467E+17,1/25/18 18:23,"RT @JoeNBC: A United States Senator breathlessly suggested a ""secret society"" within the FBI was plotting the overthrow the president. It w...",5126,None,3362,3680,-0.4,0.7
mary carlson,30101940,1/25/18 18:23,RT @EdKrassen: The great part with the Senate Judiciary Committee releasing Donald Trump Jr.'s testimony is that the world will get to see...,224,None,392,1236,0.8,0.75
Kianna Love,164000710,1/25/18 18:23,RT @liddokayla: You look like Donald Trump  https://t.co/Me2GjrLHAA,11331,None,1822,1367,0,0
Qhairil Amri,197428308,1/25/18 18:23,"RT @krassenstein: 2 students have been killed, 19 injured at Marshall County High School in Kentucky.  It has been 6 Hours since this tra...",37797,None,655,467,-0.02,0.27
LynneB,1942386012,1/25/18 18:23,RT @LawyerRogelio: Newsflash Trump is a liar....You guys are  a little late to the party We have known that since before he stole the elect...,853,None,69,762,0.104166667,0.666666667
William Joyner,80709580,1/25/18 18:23,RT @JohnWDean: California voters in the 22nd District need to send Devin Nunes back to his family farm. Nunes is a threat to the nation's n...,615,None,199,916,0,0
valameen,18481086,1/25/18 18:23,RT @IronStache: .@SpeakerRyan won't watch this ad because he'll be standing right behind @realDonaldTrump--clapping along to whatever Trump...,3928,None,470,814,-0.057142857,0.617857143
Malek Massoud Riahi,35587169,1/25/18 18:23,"RT @FMoniteau: Days after getting $2.4 billion in Trump tax cuts, Bank of America just raised its fees on its poorest customers.  Just ano...",308,None,386,1454,0,0
Politics Newz,7.33247E+17,1/25/18 18:23,#DonaldTrump accuses Palestine of 'disrespecting' the US in blow to peace talks https://t.co/UeuP2HJT77 https://t.co/fWSKRAW7db,0,DonaldTrump,29764,22391,0,0
Volker Putt,9.25074E+17,1/25/18 18:23,"RT @alozrasT11: A FANTASTIC IDEA!Growing Calls for President Trump to Read Explosive FISA Memo During State of Union AddressThe US pu...",63,None,37,138,0.5,0.9
Beppie Boop,4393008441,1/25/18 18:23,"RT @CaliConsrvative: President Trump is certainly restoring Law &amp; Order back to our country, and for that I thank him. @realDonaldTrump #M...",503,None,639,616,0.107142857,0.285714286
JohnGianakas,557945241,1/25/18 18:23,RT @jasoninthehouse: DOJ recovers missing text messages between anti-Trump FBI agents Strzok and Page | Fox News https://t.co/CF44UNoVIR,33,None,135,482,-0.2,0.05
Sandra Gustafson,1651654064,1/25/18 18:23,RT @RealJamesWoods: The Democrats hate America so much... https://t.co/j6hWn3Vh3s,2576,None,28,56,-0.3,0.55
Curtis,36657370,1/25/18 18:23,RT @CoryBooker: I was astonished today that a Trump fed judge nominee couldn't answer my questions re: whether he believed implicit racial...,5051,None,141,369,0,0
woitek j,384005220,1/25/18 18:23,"RT @kwilli1046: Is Loretta #Lynch Part of ""The Secret Society""? It Definitely Sounds Like Treason Calling For More Blood In The Streets To...",1106,Lynch,6129,3475,0.033333333,0.566666667
alex,8.11093E+17,1/25/18 18:23,"RT @eulen_ei: hahaha  Churchill [?]Donald Trump told Theresa May she could become the new Churchillhttps://t.co/EmLtbP4nSd https://...",1,None,615,887,0.168181818,0.427272727
Andrienne Hubbard,490764827,1/25/18 18:23,RT @nowthisnews: Government photographer Simon Edelman was fired by the Trump administration after he leaked a photo suggesting they weren'...,7454,None,3537,4679,0,0
Phillips Atwater,3431896257,1/25/18 18:23,"RT @ITVJoel: This is what real power looks like. CEOs, politicians, journalists watch in hushed silence as President Trump sweeps up the st...",1841,None,67,136,0.2,0.3
lymerance,789539354,1/25/18 18:23,I liked a @YouTube video https://t.co/36pREIWQXU Trump Really Wants To Distract Us From Reality | The Daily Show,0,None,30,77,0.266666667,0.3
Zig,8.38061E+17,1/25/18 18:23,"RT @OwenJones84: It's official: Donald Trump is coming to Britain later this year.Let's make sure he's met by the most incredible protest...",515,None,1550,1787,0.475,0.572222222
Charlie,34808353,1/25/18 18:23,RT @EdKrassen: BREAKING: The @NYTimes suggests that Special Counsel Robert Mueller already has evidence of a Trump 'conspiracy to mislead f...,577,None,392,765,0.357142857,0.571428571
Ken,3582228495,1/25/18 18:23,"RT @TruthinGov2016: George Soros, Filled With Hate, Spent Record Amount ""Lobbying"" (aka ""creating death and mahem"") During Trump's First Ye...",18,None,314,482,-0.0625,0.558333333
Kim Bernstein,7.18807E+17,1/25/18 18:23,"RT @krassenstein: Sarah Huckabee Sanders: I doubt ""any person in America"" cares about Trump asking FBI chief who he voted for. I do!!!R...",20367,None,146,264,0,0
Taminy Jenkins,18085291,1/25/18 18:23,@SecretaryCarson Is that your sleepy eyed way of saying that trump wants you to set homeless and drug addicted Americans on fire?,0,None,513,457,-0.1,0.35
BK_Ÿ’¥The Storm Is Here_Ÿ’¥,8.0578E+17,1/25/18 18:23,"RT @StacyLStiles: THIScannot happen soon enough! After EIGHT years of tearing our Country apart, &amp; shredding our Constitution into pieces--...",267,None,19006,17742,0,0.5
Roel Loftis,510372246,1/25/18 18:23,"As Trump begins second year, women stage nationwide protests",0,None,72,0,0,0
Gayles,24279842,1/25/18 18:23,RT @thehill: Top US corporation to use savings from Trump tax cuts to pay for layoffs: https://t.co/XQnxRf9g5P https://t.co/S9kwNlK60g,628,None,1917,2430,0.5,0.5
Bagpus OLLY CROMWELL BAGPUS,1616042886,1/25/18 18:23,RT @UbiquitousRomp: @pm9dcr @RJ13835606 @rejialex7 Because scores of people that have read the momo have relayed to the public that it conf...,6,None,2665,4876,0,0.066666667
Annette Hardy,362001923,1/25/18 18:23,"RT @hugorifkind: I'm well aware that this will render my Twitter unusable for the rest of the week at least, but here goes, anyway. When Tr...",32,None,3546,2991,-0.025,0.325
Fred Polchinski,3112345673,1/25/18 18:23,"RT @JudgeJeanine: John Kerry is a loser. Our prayers would be answered if he runs against President Trump.https://t.co/qVzFHb9e8l",1125,None,834,161,0,0
Mr D,8.26095E+17,1/25/18 18:23,"RT @FiveRights: Burger King's anti-Trump ""Whopper"" ad is going to cost it a lot of business.Lefty CEOs can't see that America loves Trump....",699,None,504,744,0,0
Carrie Carpenter,8.77491E+17,1/25/18 18:23,"RT @funder: If you retweet this, you will help end the Republican conspiracy theory surrounding the #TrumpRussia Dossier.RT, share &amp; send...",1726,TrumpRussia,208,399,0,0
Sarah Lee,1365637340,1/25/18 18:23,"RT @brianklaas: This is @LynnePatton, whose professional qualifications are: Trump family wedding &amp; event planning / working for Eric Trump...",78,None,887,1140,0.1,0.1
Gail The Fish,246075915,1/25/18 18:23,I just realized that it's the Trump party-planner - turned-HUD-official who's been dogging @AprilDRyan   That woman... https://t.co/pvZus04uMs,0,None,3236,397,0,0
Jeff Lee,578644236,1/25/18 18:23,RT @secupp: Anyone else think it's a big deal that a former Sec. of State just told an aide of a current head of state that our current hea...,23,None,115,202,-0.02,0.3
Sara Basque,8.15771E+17,1/25/18 18:23,"RT @SethAbramson: FACT: There *was* an FBI conspiracy to help elect one of the two candidates in the 2016 presidential election.It was a...",7474,None,318,657,0.8,0.9
Charles Evans,3225430284,1/25/18 18:23,"RT @The_UnSilent_: Mueller / Trump meeting...Mueller: Did you or your attorney write the tweet stating you fired Michael Flynn because he...",268,None,42,183,0,0
SoWhatSays,8.64358E+17,1/25/18 18:23,"RT @ITVJoel: This is what real power looks like. CEOs, politicians, journalists watch in hushed silence as President Trump sweeps up the st...",1841,None,3591,4012,0.2,0.3
Hayley Douglas,152766660,1/25/18 18:23,"RT @M_G_Stone: It's hilarious that Trump's lawyers are openly discussing the idea that #Mueller is setting a ""perjury trap"" for Trump.You...",13,Mueller,4713,4985,0.25,0.75
people read this?,125874816,1/25/18 18:23,"RT @TheBeatWithAri: ""The President is in serious legal jeopardy and if he makes any lies, Robert Mueller's team is going to know about it""...",1840,None,596,2258,-0.066666667,0.433333333
_Ÿ_‚ Eileen Clark Releasethememo_Ÿ‡º_Ÿ‡¸,7.54775E+17,1/25/18 18:23,"RT @vannsmole: This is why .@realDonaldTrump tweets. FBI deleted 5 months, thousands of texts messages between agents all in a continued...",789,None,2747,3664,0,0
Frederick G Kithcart,28195259,1/25/18 18:23,"RT @Jali_Cat: BREAKING: @ChuckGrassley today on floor confirmed that the anti-Trump, Hillary-funded, Russian-sourced dossier was ""unverifie...",1971,None,43,50,0.4,1
#SaveOurCountry,77485995,1/25/18 18:23,"RT @JoyAnnReid: ... and then Peter texted Lisa: ""Jesus, take the wheel..."" See, that was the code for Jesus Ramirez, who heads the secret s...",2486,None,4673,4691,-0.4,0.7
Diane Z #resistance,9.15498E+17,1/25/18 18:23,Swiss protestors just gave Trump an unpleasant surprise for his arrival at Davos https://t.co/0xVcgp3Y1S,0,None,153,548,-0.65,0.95
FjS _Ÿ•_,333823882,1/25/18 18:23,"RT @FoxNews: Earlier today in #Davos, President @realDonaldTrump threatened to withhold aid money from the Palestinians until they return t...",226,Davos,9704,9068,0,0.5
Zori,620473700,1/25/18 18:23,RT @JRubinBlogger: Opinion | Donald Trump and the great GOP abdication https://t.co/7VzUvVMhQG Good for Warner calling foul. Nunes disgrace...,83,None,2164,3055,0.75,0.675
mayday,369671865,1/25/18 18:23,"RT @JoeNBC: A United States Senator breathlessly suggested a ""secret society"" within the FBI was plotting the overthrow the president. It w...",5126,None,158,347,-0.4,0.7
Paulo,71136728,1/25/18 18:23,"RT @libertytarian: #FBI agents talk of a #SecretSocieties to oppose #Trump? President Truman warned us about this in 1945 -- 73 years ago...",100,FBI,159,307,0,0
Nick Kendall,1621053060,1/25/18 18:23,RT @SharylAttkisson: My take for what little it's worth: The main story isn't about what they allegedly did to try to stop Trump. It's *why...,8182,None,24,98,0.044791667,0.258333333
BuildKatesWall,271602903,1/25/18 18:23,"RT @JackPosobiec: At the State of the Union, Trump should walk up and say, ""I had a big speech all planned but instead I've decided to read...",6871,None,15062,13885,0,0.1
Polina Martyn #Resist,9.15245E+17,1/25/18 18:23,Swiss protestors just gave Trump an unpleasant surprise for his arrival at Davos https://t.co/bKfp51UB2d,0,None,90,583,-0.65,0.95
Voodoo Doctor,1011157278,1/25/18 18:23,"RT @funder: Retweet if you agree Trump &amp; the GOP need to be investigated.We are continuing our investigation into Trump &amp; the GOP via my...",2184,None,209,307,0,0
Hank,149851544,1/25/18 18:23,"RT @charliekirk11: Over 5 million Americans have received bonuses, pay raises, and promotions thanks to the Trump Tax Cut These thousands...",2266,None,511,500,0.2,0.2
RainyK,8.24431E+17,1/25/18 18:23,"RT @CBCAlerts: BREAKING: Doomsday Clock signalling how close Earth is to destruction has been set at two minutes to midnight, the most dire...",2532,None,1494,1714,0.5,0.5
armando alemany,2439205921,1/25/18 18:23,"@FoxNewsSunday just saw U w Harris Faulkner. U forget that WJC was impeached for lieing under oath, a felony.  Wher... https://t.co/5m6hnx6Yrk",0,None,15,93,0,0
Roger L.Routh,8.27259E+17,1/25/18 18:23,"RT @BasedMonitored: President of Uganda: ""America has got one of the best presidents ever - Mr. Trump - I love Trump"". https://t.co/8Jgrn0t...",284,None,790,537,0.75,0.45
G-D BLESS TRUMP/USA,3309846734,1/25/18 18:23,RT @DebunkTheNews: Trump needs to request a public live sit down with #Mueller and #ReleaseTheMemo in front of him and include how he handl...,3,Mueller,23819,1938,-0.006397306,0.285185185
Michelleâœ¨,364043053,1/25/18 18:23,"RT @TruthWins22: @wokeluisa If Trump pleads insanity, it will be the first truth he told to the American people.",11,None,128,348,0.125,0.166666667
Laurie Stewart,9.03801E+17,1/25/18 18:23,Swiss protestors just gave Trump an unpleasant surprise for his arrival at Davos https://t.co/UbNhnBqMiK,0,None,264,1312,-0.65,0.95
Kat _Ÿ‡º_Ÿ‡¸_Ÿ‡º_Ÿ‡¸_Ÿ‘ _Ÿ‘Ÿ_Ÿ‡º_Ÿ‡¸,8.94466E+17,1/25/18 18:23,"RT @AnthemRespect: It Takes a Successful Builder To Rebuild America. Thanks @realDonaldTrump. America Is Open For Busines...",147,None,44056,34615,0.316666667,0.55
Brian Walker,422802626,1/25/18 18:23,"RT @FoxNews: .@POTUS: ""When [the Palestinians] disrespected us a week ago by not allowing our great @VP to see them, and we give them hundr...",1516,None,750,95,0.8,0.75
Sean Newboy,2688584306,1/25/18 18:23,RT @jann1295: Ron Johnson went on Fox News saying FBI has a secret society that is corrupt and Mueller shouldn't run investigation he shoul...,4,None,4029,4930,-0.45,0.85
Nikki Sowder,2421640201,1/25/18 18:23,"RT @rudy_mustang: you can't argue with numbers, the trump presidency has been a failure https://t.co/gdyoTBaSKU",526,None,132,152,-0.316666667,0.3
Oksa Ipain,9.15236E+17,1/25/18 18:23,Swiss protestors just gave Trump an unpleasant surprise for his arrival at Davos https://t.co/cyWDbgmPSE,0,None,169,789,-0.65,0.95
sabrine,44874626,1/25/18 18:23,"we don't want your economic abuse we want our land backhttps://t.co/ATZz6QBvVx",0,None,735,196,0.1,0.1
betty jo,1601667793,1/25/18 18:23,"RT @SethAbramson: NOTE5/ Steve Bannon has made clear, in several interviews, with both Michael Wolff and other reporters after he left the...",349,None,1014,729,-0.00625,0.189583333
DEPORABLE. RAUL,2391445793,1/25/18 18:23,@The_Trump_Train @realDonaldTrump FOR ONCE I CAN AGREE 100 PER CENT,1,None,365,2347,0,0
_Ÿ‡¬_Ÿ‡§_Ÿ‡®_Ÿ‡· Ali,47215171,1/25/18 18:23,"RT @emptywheel: Why Did Trump Tweet an ""In the Ball Park"" Accurate Number for Hillary's Total Staffers on June 9, 2016?https://t.co/v0Mlc...",16,None,1187,332,0.2,0.691666667
thuan elston,614599009,1/25/18 18:23,"""But I come here not to lecture you on the evils of trade, but to let you in on my findings in fighting for the lit... https://t.co/DLWQbbP6Df",0,None,650,485,0,0
Stevie Not Stephanie,7.6591E+17,1/25/18 18:23,RT @thehill: Top US corporation to use savings from Trump tax cuts to pay for layoffs https://t.co/oUXkoilBGA https://t.co/z8QJCiveK0,27,None,197,637,0.5,0.5
Mom,344503203,1/25/18 18:23,RT @dbongino: We need a Justice Department investigation! By the looney Democrats OWN STANDARDS this is a clear violation of the Logan Act....,2427,None,121,278,0.35,0.691666667
Margaret May McConnaughy,8.03941E+17,1/25/18 18:23,RT @DougSides: Under Barack Obama Christians were slaughtered like animals as his CIA supported ISIS &amp; other terrorist groups according to...,111,None,391,321,-0.125,0.375
mike brown,8.30563E+17,1/25/18 18:23,"RT @funder: .@ChuckGrassley-Hurry up &amp; release the Donald Trump, Jr. testimony. It doesn't take days to redact something that small. We kno...",27,None,176,497,-0.25,0.4
Alicia Marie,1967074260,1/25/18 18:23,"RT @TimBrownson: #Facebook is down, has Trump banned it?",1,Facebook,767,3293,-0.155555556,0.288888889
Jackie Yarlott,8.2829E+17,1/25/18 18:23,"RT @NBCPolitics: Trump to CNBC in Davos: ""Somebody asked me the other day would I do TPP?...I would do TPP if we made a much better deal th...",5,None,449,288,0.1875,0.4375
Chris Hegg,58313144,1/25/18 18:23,"RT @RepAdamSchiff: Trump goes to Davos, having insulted many of the world leaders there, to tell them to put ""America First."" Apparently th...",2806,None,334,464,0.266666667,0.394444444
